frontend_api_id,http_method,frontend_path,backend_api_ids,match_status,frontend_source
FEAPI-0001,GET,/approval/templates,BEAPI-0011,exact-candidate,erp-ui/src/api/approval/definition.js:6
FEAPI-0002,GET,/approval/templates/{templateId},BEAPI-0012,exact-candidate,erp-ui/src/api/approval/definition.js:10
FEAPI-0003,GET,/approval/rules,BEAPI-0013,exact-candidate,erp-ui/src/api/approval/definition.js:14
FEAPI-0004,GET,/approval/rules/{ruleId},BEAPI-0014,exact-candidate,erp-ui/src/api/approval/definition.js:18
FEAPI-0005,POST,/approval/rules,BEAPI-0015,exact-candidate,erp-ui/src/api/approval/definition.js:22
FEAPI-0006,PUT,/approval/rules/{ruleId},BEAPI-0016,exact-candidate,erp-ui/src/api/approval/definition.js:26
FEAPI-0007,POST,/approval/rules/{ruleId}/drafts,BEAPI-0017,exact-candidate,erp-ui/src/api/approval/definition.js:30
FEAPI-0008,PUT,/approval/versions/{versionId},BEAPI-0018,exact-candidate,erp-ui/src/api/approval/definition.js:34
FEAPI-0009,POST,/approval/versions/{versionId}/publish,BEAPI-0019,exact-candidate,erp-ui/src/api/approval/definition.js:38
FEAPI-0010,POST,/approval/rules/{ruleId}/disable,BEAPI-0021,exact-candidate,erp-ui/src/api/approval/definition.js:42
FEAPI-0011,POST,/approval/versions/{versionId}/preview,BEAPI-0020,exact-candidate,erp-ui/src/api/approval/definition.js:46
FEAPI-0012,GET,/approval/instances,BEAPI-0029,exact-candidate,erp-ui/src/api/approval/monitor.js:6
FEAPI-0013,GET,/approval/instances/{instanceId},BEAPI-0030,exact-candidate,erp-ui/src/api/approval/monitor.js:10
FEAPI-0014,GET,/approval/legacy/templates,BEAPI-0026,exact-candidate,erp-ui/src/api/approval/monitor.js:14
FEAPI-0015,GET,/approval/legacy/instances,BEAPI-0027,exact-candidate,erp-ui/src/api/approval/monitor.js:18
FEAPI-0016,GET,/approval/legacy/instances/{businessCode}/{legacyInstanceId},BEAPI-0028,exact-candidate,erp-ui/src/api/approval/monitor.js:23
FEAPI-0017,POST,/approval/instances/{instanceId}/terminate,BEAPI-0031,exact-candidate,erp-ui/src/api/approval/monitor.js:29
FEAPI-0018,POST,/approval/tasks/{taskId}/reassign,BEAPI-0035,exact-candidate,erp-ui/src/api/approval/monitor.js:33
FEAPI-0019,POST,/approval/callbacks/{outboxId}/replay,BEAPI-0010,exact-candidate,erp-ui/src/api/approval/monitor.js:37
FEAPI-0020,POST,/approval/tasks/{taskId}/{action},,unmatched-needs-review,erp-ui/src/api/approval/task.js:7
FEAPI-0021,GET,/approval/validation/runs,BEAPI-0039,exact-candidate,erp-ui/src/api/approval/validation.js:6
FEAPI-0022,GET,/approval/validation/runs/{runId},BEAPI-0040,exact-candidate,erp-ui/src/api/approval/validation.js:10
FEAPI-0023,POST,/approval/validation/run,BEAPI-0041,exact-candidate,erp-ui/src/api/approval/validation.js:14
FEAPI-0024,GET,/file/drive/admin/status,BEAPI-0046,exact-candidate,erp-ui/src/api/drive/admin.js:6
FEAPI-0025,GET,/file/drive/admin/quota/overview,BEAPI-0044,exact-candidate,erp-ui/src/api/drive/admin.js:10
FEAPI-0026,GET,/file/drive/admin/quota/capacity,BEAPI-0045,exact-candidate,erp-ui/src/api/drive/admin.js:14
FEAPI-0027,PUT,/file/drive/admin/quota/capacity,BEAPI-0047,exact-candidate,erp-ui/src/api/drive/admin.js:18
FEAPI-0028,GET,/file/drive/admin/quota/personal-policies,BEAPI-0048,exact-candidate,erp-ui/src/api/drive/admin.js:22
FEAPI-0029,GET,/file/drive/admin/quota/posts,BEAPI-0049,exact-candidate,erp-ui/src/api/drive/admin.js:26
FEAPI-0030,GET,/file/drive/admin/organizations/type-rules,BEAPI-0054,exact-candidate,erp-ui/src/api/drive/admin.js:30
FEAPI-0031,PUT,/file/drive/admin/organizations/type-rules/{deptType},BEAPI-0055,exact-candidate,erp-ui/src/api/drive/admin.js:35
FEAPI-0032,PUT,/file/drive/admin/quota/personal-policies/{subjectType}/{subjectId},BEAPI-0050,exact-candidate,erp-ui/src/api/drive/admin.js:44
FEAPI-0033,DELETE,/file/drive/admin/quota/personal-policies/{subjectType}/{subjectId},BEAPI-0051,exact-candidate,erp-ui/src/api/drive/admin.js:53
FEAPI-0034,GET,/file/drive/admin/quota/users,BEAPI-0052,exact-candidate,erp-ui/src/api/drive/admin.js:61
FEAPI-0035,GET,/file/drive/admin/organizations,BEAPI-0053,exact-candidate,erp-ui/src/api/drive/admin.js:65
FEAPI-0036,PUT,/file/drive/admin/organizations/{deptId},BEAPI-0057,exact-candidate,erp-ui/src/api/drive/admin.js:70
FEAPI-0037,POST,/file/drive/admin/organizations/batch,BEAPI-0056,exact-candidate,erp-ui/src/api/drive/admin.js:78
FEAPI-0038,POST,/file/drive/admin/quota/impact,BEAPI-0058,exact-candidate,erp-ui/src/api/drive/admin.js:82
FEAPI-0039,POST,/file/drive/admin/organizations/reconcile,BEAPI-0059,exact-candidate,erp-ui/src/api/drive/admin.js:86
FEAPI-0040,GET,/file/drive/spaces,BEAPI-0075,exact-candidate,erp-ui/src/api/drive/index.js:5
FEAPI-0041,GET,/file/drive/nodes,BEAPI-0063,exact-candidate,erp-ui/src/api/drive/index.js:13
FEAPI-0042,GET,/file/drive/nodes/{nodeId},BEAPI-0064,exact-candidate,erp-ui/src/api/drive/index.js:22
FEAPI-0043,POST,/file/drive/folders,BEAPI-0065,exact-candidate,erp-ui/src/api/drive/index.js:30
FEAPI-0044,POST,/file/drive/files,BEAPI-0066,exact-candidate,erp-ui/src/api/drive/index.js:43
FEAPI-0045,PUT,/file/drive/nodes/{nodeId}/name,BEAPI-0067,exact-candidate,erp-ui/src/api/drive/index.js:56
FEAPI-0046,PUT,/file/drive/nodes/{nodeId}/move,BEAPI-0068,exact-candidate,erp-ui/src/api/drive/index.js:65
FEAPI-0047,DELETE,/file/drive/nodes/{nodeId},BEAPI-0070,exact-candidate,erp-ui/src/api/drive/index.js:74
FEAPI-0048,GET,/file/drive/recent,BEAPI-0069,exact-candidate,erp-ui/src/api/drive/index.js:83
FEAPI-0049,GET,/file/drive/trash,BEAPI-0071,exact-candidate,erp-ui/src/api/drive/index.js:92
FEAPI-0050,POST,/file/drive/trash/{nodeId}/restore,BEAPI-0072,exact-candidate,erp-ui/src/api/drive/index.js:101
FEAPI-0051,DELETE,/file/drive/trash/{nodeId},BEAPI-0073,exact-candidate,erp-ui/src/api/drive/index.js:109
FEAPI-0052,DELETE,/file/drive/trash,BEAPI-0074,exact-candidate,erp-ui/src/api/drive/index.js:117
FEAPI-0053,GET,/file/drive/nodes/{nodeId}/content,BEAPI-0062,exact-candidate,erp-ui/src/api/drive/index.js:126
FEAPI-0054,PUT,/file/drive/spaces/{spaceId}/quota,BEAPI-0076,exact-candidate,erp-ui/src/api/drive/index.js:137
FEAPI-0055,GET,/system/hr/completeness/summary,BEAPI-0408,exact-candidate,erp-ui/src/api/hr/completeness.js:4
FEAPI-0056,GET,/system/hr/completeness/employees,BEAPI-0409,exact-candidate,erp-ui/src/api/hr/completeness.js:10
FEAPI-0057,GET,/system/hr/completeness/departments,BEAPI-0410,exact-candidate,erp-ui/src/api/hr/completeness.js:16
FEAPI-0058,GET,/system/hr/completeness/master-data/summary,BEAPI-0445,exact-candidate,erp-ui/src/api/hr/completeness.js:22
FEAPI-0059,GET,/system/hr/completeness/master-data/issues,BEAPI-0446,exact-candidate,erp-ui/src/api/hr/completeness.js:28
FEAPI-0060,GET,/system/hr/completeness/master-data/codes,BEAPI-0447,exact-candidate,erp-ui/src/api/hr/completeness.js:34
FEAPI-0061,GET,/system/hr/employee/list,BEAPI-0411,exact-candidate,erp-ui/src/api/hr/employee.js:6
FEAPI-0062,GET,/system/hr/employee/summary,BEAPI-0412,exact-candidate,erp-ui/src/api/hr/employee.js:12
FEAPI-0063,GET,/system/hr/employee/form-options,BEAPI-0413,exact-candidate,erp-ui/src/api/hr/employee.js:18
FEAPI-0064,GET,/system/hr/employee/{userId},BEAPI-0416,exact-candidate,erp-ui/src/api/hr/employee.js:23
FEAPI-0065,POST,/system/hr/employee/{userId}/profile/initialize,BEAPI-0415,exact-candidate,erp-ui/src/api/hr/employee.js:28
FEAPI-0066,GET,/system/hr/employee/transfer/business-date,BEAPI-0423,exact-candidate,erp-ui/src/api/hr/employee.js:34
FEAPI-0067,POST,/system/hr/employee/{userId}/transfer,BEAPI-0424,exact-candidate,erp-ui/src/api/hr/employee.js:39
FEAPI-0068,GET,/system/hr/employee/offboard/business-date,BEAPI-0425,exact-candidate,erp-ui/src/api/hr/employee.js:46
FEAPI-0069,POST,/system/hr/employee/{userId}/offboard,BEAPI-0426,exact-candidate,erp-ui/src/api/hr/employee.js:51
FEAPI-0070,PATCH,/system/hr/employee/{userId},BEAPI-0418,exact-candidate,erp-ui/src/api/hr/employee.js:61
FEAPI-0071,POST,/system/hr/employee/derived-preview,BEAPI-0414,exact-candidate,erp-ui/src/api/hr/employee.js:69
FEAPI-0072,POST,/system/hr/employee/{userId}/sensitive/reveal,BEAPI-0428,exact-candidate,erp-ui/src/api/hr/employee.js:76
FEAPI-0073,POST,/system/hr/employee/export-sensitive,BEAPI-0429,exact-candidate,erp-ui/src/api/hr/employee.js:83
FEAPI-0074,GET,/system/hr/health-certificate/capability,BEAPI-0435,exact-candidate,erp-ui/src/api/hr/healthCertificate.js:4
FEAPI-0075,GET,/system/hr/health-certificate/me,BEAPI-0436,exact-candidate,erp-ui/src/api/hr/healthCertificate.js:8
FEAPI-0076,POST,/system/hr/health-certificate/me/draft,BEAPI-0437,exact-candidate,erp-ui/src/api/hr/healthCertificate.js:12
FEAPI-0077,POST,/system/hr/health-certificate/me/submit,BEAPI-0438,exact-candidate,erp-ui/src/api/hr/healthCertificate.js:16
FEAPI-0078,POST,/system/hr/health-certificate/me/{certificateId}/withdraw,BEAPI-0439,exact-candidate,erp-ui/src/api/hr/healthCertificate.js:20
FEAPI-0079,GET,/system/hr/health-certificate/list,BEAPI-0440,exact-candidate,erp-ui/src/api/hr/healthCertificate.js:24
FEAPI-0080,GET,/system/hr/health-certificate/ops-summary,BEAPI-0441,exact-candidate,erp-ui/src/api/hr/healthCertificate.js:28
FEAPI-0081,GET,/system/hr/health-certificate/employee/{userId},BEAPI-0442,exact-candidate,erp-ui/src/api/hr/healthCertificate.js:32
FEAPI-0082,POST,/system/hr/health-certificate/{certificateId}/review,BEAPI-0444,exact-candidate,erp-ui/src/api/hr/healthCertificate.js:36
FEAPI-0083,GET,/system/hr/health-certificate/{certificateId}/attachment,BEAPI-0443,exact-candidate,erp-ui/src/api/hr/healthCertificate.js:40
FEAPI-0084,POST,/system/hr/employee/importData,BEAPI-0430,exact-candidate,erp-ui/src/api/hr/legacyEmployeeImport.js:1
FEAPI-0085,POST,/system/hr/employee/importTemplate,BEAPI-0431,exact-candidate,erp-ui/src/api/hr/legacyEmployeeImport.js:2
FEAPI-0086,GET,/system/hr/onboarding/list,BEAPI-0449,exact-candidate,erp-ui/src/api/hr/onboarding.js:3
FEAPI-0087,GET,/system/hr/onboarding/summary,BEAPI-0450,exact-candidate,erp-ui/src/api/hr/onboarding.js:4
FEAPI-0088,GET,/system/hr/onboarding/{id},BEAPI-0453,exact-candidate,erp-ui/src/api/hr/onboarding.js:5
FEAPI-0089,POST,/system/hr/onboarding,BEAPI-0452,exact-candidate,erp-ui/src/api/hr/onboarding.js:6
FEAPI-0090,PUT,/system/hr/onboarding/{id},BEAPI-0456,exact-candidate,erp-ui/src/api/hr/onboarding.js:7
FEAPI-0091,POST,/system/hr/onboarding/{id}/ready,BEAPI-0457,exact-candidate,erp-ui/src/api/hr/onboarding.js:8
FEAPI-0092,POST,/system/hr/onboarding/{id}/return-to-draft,BEAPI-0458,exact-candidate,erp-ui/src/api/hr/onboarding.js:9
FEAPI-0093,GET,/system/hr/onboarding/{id}/conflicts,BEAPI-0454,exact-candidate,erp-ui/src/api/hr/onboarding.js:10
FEAPI-0094,POST,/system/hr/onboarding/{id}/confirm,BEAPI-0455,exact-candidate,erp-ui/src/api/hr/onboarding.js:11
FEAPI-0095,POST,/system/hr/onboarding/{id}/cancel,BEAPI-0459,exact-candidate,erp-ui/src/api/hr/onboarding.js:12
FEAPI-0096,POST,/system/hr/onboarding/{id}/restore,BEAPI-0460,exact-candidate,erp-ui/src/api/hr/onboarding.js:13
FEAPI-0097,GET,/system/hr/onboarding/form-options,BEAPI-0451,exact-candidate,erp-ui/src/api/hr/onboarding.js:14
FEAPI-0098,GET,/system/hr/onboarding/config/list,BEAPI-0466,exact-candidate,erp-ui/src/api/hr/onboarding.js:15
FEAPI-0099,GET,/system/hr/onboarding/config/{id},BEAPI-0467,exact-candidate,erp-ui/src/api/hr/onboarding.js:16
FEAPI-0100,POST,/system/hr/onboarding/config,BEAPI-0468,exact-candidate,erp-ui/src/api/hr/onboarding.js:17
FEAPI-0101,PUT,/system/hr/onboarding/config/{id},BEAPI-0469,exact-candidate,erp-ui/src/api/hr/onboarding.js:18
FEAPI-0102,POST,/system/hr/onboarding/config/{id}/disable,BEAPI-0470,exact-candidate,erp-ui/src/api/hr/onboarding.js:19
FEAPI-0103,GET,/system/hr/onboarding/config/options,BEAPI-0471,exact-candidate,erp-ui/src/api/hr/onboarding.js:20
FEAPI-0104,POST,/system/hr/onboarding/import/preview,BEAPI-0461,exact-candidate,erp-ui/src/api/hr/onboarding.js:22
FEAPI-0105,GET,/system/hr/onboarding/import/{id},BEAPI-0462,exact-candidate,erp-ui/src/api/hr/onboarding.js:29
FEAPI-0106,POST,/system/hr/onboarding/import/{id}/confirm,BEAPI-0463,exact-candidate,erp-ui/src/api/hr/onboarding.js:30
FEAPI-0107,GET,/system/hr/onboarding/import/template,BEAPI-0464,exact-candidate,erp-ui/src/api/hr/onboarding.js:31
FEAPI-0108,GET,/system/hr/onboarding/import/{id}/errors,BEAPI-0465,exact-candidate,erp-ui/src/api/hr/onboarding.js:32
FEAPI-0109,GET,/system/hr/team/list,BEAPI-0472,exact-candidate,erp-ui/src/api/hr/team.js:4
FEAPI-0110,GET,/system/hr/team/{userId},BEAPI-0473,exact-candidate,erp-ui/src/api/hr/team.js:8
FEAPI-0111,GET,/inventory/category/tree,BEAPI-0148,exact-candidate,erp-ui/src/api/inventory/category.js:5
FEAPI-0112,GET,/inventory/category/{categoryId},BEAPI-0149,exact-candidate,erp-ui/src/api/inventory/category.js:10
FEAPI-0113,POST,/inventory/category,BEAPI-0150,exact-candidate,erp-ui/src/api/inventory/category.js:15
FEAPI-0114,POST,/inventory/category/update,BEAPI-0151,exact-candidate,erp-ui/src/api/inventory/category.js:20
FEAPI-0115,DELETE,/inventory/category/{categoryId},BEAPI-0152,exact-candidate,erp-ui/src/api/inventory/category.js:25
FEAPI-0116,GET,/inventory/customer/list,BEAPI-0099,exact-candidate,erp-ui/src/api/inventory/customer.js:5
FEAPI-0117,GET,/inventory/customer/{customerId},BEAPI-0100,exact-candidate,erp-ui/src/api/inventory/customer.js:10
FEAPI-0118,POST,/inventory/customer,BEAPI-0101,exact-candidate,erp-ui/src/api/inventory/customer.js:15
FEAPI-0119,POST,/inventory/customer/update,BEAPI-0102,exact-candidate,erp-ui/src/api/inventory/customer.js:20
FEAPI-0120,DELETE,/inventory/customer/{customerIds},BEAPI-0103,exact-candidate,erp-ui/src/api/inventory/customer.js:25
FEAPI-0121,GET,/inventory/customer/options,BEAPI-0089,exact-candidate,erp-ui/src/api/inventory/customer.js:29
FEAPI-0122,GET,/inventory/customer/service-card/list,BEAPI-0090,exact-candidate,erp-ui/src/api/inventory/customer.js:33
FEAPI-0123,GET,/inventory/customer/service-card/audit,BEAPI-0091,exact-candidate,erp-ui/src/api/inventory/customer.js:37
FEAPI-0124,GET,/inventory/customer/service-card/ops-summary,BEAPI-0092,exact-candidate,erp-ui/src/api/inventory/customer.js:41
FEAPI-0125,GET,/inventory/customer/service-card/{customerId},BEAPI-0093,exact-candidate,erp-ui/src/api/inventory/customer.js:45
FEAPI-0126,GET,/inventory/customer/service-card/{customerId}/photo,BEAPI-0094,exact-candidate,erp-ui/src/api/inventory/customer.js:50
FEAPI-0127,POST,/inventory/customer/service-card,BEAPI-0095,exact-candidate,erp-ui/src/api/inventory/customer.js:60
FEAPI-0128,PUT,/inventory/customer/service-card/{customerId},BEAPI-0096,exact-candidate,erp-ui/src/api/inventory/customer.js:64
FEAPI-0129,POST,/inventory/customer/service-card/{customerId}/records,BEAPI-0097,exact-candidate,erp-ui/src/api/inventory/customer.js:68
FEAPI-0130,POST,/inventory/customer/service-card/{customerId}/archive,BEAPI-0098,exact-candidate,erp-ui/src/api/inventory/customer.js:72
FEAPI-0131,GET,/inventory/deliveryNotice/list,BEAPI-0105,exact-candidate,erp-ui/src/api/inventory/deliveryNotice.js:5
FEAPI-0132,GET,/inventory/deliveryNotice/{noticeId},BEAPI-0106,exact-candidate,erp-ui/src/api/inventory/deliveryNotice.js:10
FEAPI-0133,POST,/inventory/deliveryNotice/create/{salesOrderId},BEAPI-0107,exact-candidate,erp-ui/src/api/inventory/deliveryNotice.js:15
FEAPI-0134,POST,/inventory/deliveryNotice/deliver/{noticeId},BEAPI-0108,exact-candidate,erp-ui/src/api/inventory/deliveryNotice.js:20
FEAPI-0135,DELETE,/inventory/deliveryNotice/{noticeId},BEAPI-0109,exact-candidate,erp-ui/src/api/inventory/deliveryNotice.js:25
FEAPI-0136,GET,/inventory/gift/list,BEAPI-0117,exact-candidate,erp-ui/src/api/inventory/gift.js:4
FEAPI-0137,GET,/inventory/gift/{giftId},BEAPI-0118,exact-candidate,erp-ui/src/api/inventory/gift.js:8
FEAPI-0138,POST,/inventory/gift,BEAPI-0119,exact-candidate,erp-ui/src/api/inventory/gift.js:12
FEAPI-0139,POST,/inventory/gift/update,BEAPI-0120,exact-candidate,erp-ui/src/api/inventory/gift.js:16
FEAPI-0140,DELETE,/inventory/gift/{giftIds},BEAPI-0121,exact-candidate,erp-ui/src/api/inventory/gift.js:20
FEAPI-0141,POST,/inventory/gift/importData,BEAPI-0123,exact-candidate,erp-ui/src/api/inventory/gift.js:24
FEAPI-0142,POST,/inventory/gift/importTemplate,BEAPI-0124,exact-candidate,erp-ui/src/api/inventory/gift.js:28
FEAPI-0143,GET,/inventory/gift/category/tree,BEAPI-0112,exact-candidate,erp-ui/src/api/inventory/gift.js:32
FEAPI-0144,GET,/inventory/gift/category/{categoryId},BEAPI-0113,exact-candidate,erp-ui/src/api/inventory/gift.js:36
FEAPI-0145,POST,/inventory/gift/category,BEAPI-0114,exact-candidate,erp-ui/src/api/inventory/gift.js:40
FEAPI-0146,POST,/inventory/gift/category/update,BEAPI-0115,exact-candidate,erp-ui/src/api/inventory/gift.js:44
FEAPI-0147,DELETE,/inventory/gift/category/{categoryId},BEAPI-0116,exact-candidate,erp-ui/src/api/inventory/gift.js:48
FEAPI-0148,GET,/inventory/mobile/options/{type},BEAPI-0125,exact-candidate,erp-ui/src/api/inventory/mobile.js:5
FEAPI-0149,GET,/inventory/mobile/workbench/summary,BEAPI-0126,exact-candidate,erp-ui/src/api/inventory/mobile.js:13
FEAPI-0150,GET,/inventory/mobile/transfer-approval/todo,BEAPI-0127,exact-candidate,erp-ui/src/api/inventory/mobile.js:21
FEAPI-0151,GET,/inventory/oe/list,BEAPI-0133,exact-candidate,erp-ui/src/api/inventory/oe.js:4
FEAPI-0152,GET,/inventory/oe/{oeItemId},BEAPI-0134,exact-candidate,erp-ui/src/api/inventory/oe.js:8
FEAPI-0153,POST,/inventory/oe,BEAPI-0135,exact-candidate,erp-ui/src/api/inventory/oe.js:12
FEAPI-0154,POST,/inventory/oe/update,BEAPI-0136,exact-candidate,erp-ui/src/api/inventory/oe.js:16
FEAPI-0155,DELETE,/inventory/oe/{oeItemIds},BEAPI-0137,exact-candidate,erp-ui/src/api/inventory/oe.js:20
FEAPI-0156,POST,/inventory/oe/importData,BEAPI-0139,exact-candidate,erp-ui/src/api/inventory/oe.js:24
FEAPI-0157,POST,/inventory/oe/importTemplate,BEAPI-0140,exact-candidate,erp-ui/src/api/inventory/oe.js:28
FEAPI-0158,GET,/inventory/oe/category/tree,BEAPI-0128,exact-candidate,erp-ui/src/api/inventory/oe.js:32
FEAPI-0159,GET,/inventory/oe/category/{categoryId},BEAPI-0129,exact-candidate,erp-ui/src/api/inventory/oe.js:36
FEAPI-0160,POST,/inventory/oe/category,BEAPI-0130,exact-candidate,erp-ui/src/api/inventory/oe.js:40
FEAPI-0161,POST,/inventory/oe/category/update,BEAPI-0131,exact-candidate,erp-ui/src/api/inventory/oe.js:44
FEAPI-0162,DELETE,/inventory/oe/category/{categoryId},BEAPI-0132,exact-candidate,erp-ui/src/api/inventory/oe.js:48
FEAPI-0163,GET,/inventory/oeReplenishment/list,BEAPI-0141,exact-candidate,erp-ui/src/api/inventory/oeReplenishment.js:4
FEAPI-0164,GET,/inventory/oeReplenishment/ops-stats,BEAPI-0142,exact-candidate,erp-ui/src/api/inventory/oeReplenishment.js:8
FEAPI-0165,GET,/inventory/oeReplenishment/{demandId},BEAPI-0143,exact-candidate,erp-ui/src/api/inventory/oeReplenishment.js:12
FEAPI-0166,POST,/inventory/oeReplenishment/{demandId}/transfers,BEAPI-0146,exact-candidate,erp-ui/src/api/inventory/oeReplenishment.js:16
FEAPI-0167,POST,/inventory/oeReplenishment/{demandId}/out-of-stock,BEAPI-0144,exact-candidate,erp-ui/src/api/inventory/oeReplenishment.js:20
FEAPI-0168,POST,/inventory/oeReplenishment/{demandId}/close,BEAPI-0145,exact-candidate,erp-ui/src/api/inventory/oeReplenishment.js:24
FEAPI-0169,GET,/inventory/product/list,BEAPI-0153,exact-candidate,erp-ui/src/api/inventory/product.js:5
FEAPI-0170,GET,/inventory/product/{productId},BEAPI-0154,exact-candidate,erp-ui/src/api/inventory/product.js:10
FEAPI-0171,POST,/inventory/product,BEAPI-0155,exact-candidate,erp-ui/src/api/inventory/product.js:15
FEAPI-0172,POST,/inventory/product/update,BEAPI-0156,exact-candidate,erp-ui/src/api/inventory/product.js:20
FEAPI-0173,DELETE,/inventory/product/{productIds},BEAPI-0157,exact-candidate,erp-ui/src/api/inventory/product.js:25
FEAPI-0174,POST,/inventory/product/importData,BEAPI-0159,exact-candidate,erp-ui/src/api/inventory/product.js:30
FEAPI-0175,POST,/inventory/product/importTemplate,BEAPI-0160,exact-candidate,erp-ui/src/api/inventory/product.js:35
FEAPI-0176,POST,/inventory/purchase/save,BEAPI-0161,exact-candidate,erp-ui/src/api/inventory/purchase.js:5
FEAPI-0177,POST,/inventory/purchase/submit,BEAPI-0162,exact-candidate,erp-ui/src/api/inventory/purchase.js:10
FEAPI-0178,GET,/inventory/purchase/list,BEAPI-0164,exact-candidate,erp-ui/src/api/inventory/purchase.js:15
FEAPI-0179,GET,/inventory/purchase/my,BEAPI-0165,exact-candidate,erp-ui/src/api/inventory/purchase.js:20
FEAPI-0180,GET,/inventory/purchase/{orderId},BEAPI-0166,exact-candidate,erp-ui/src/api/inventory/purchase.js:25
FEAPI-0181,POST,/inventory/purchase/receive/{orderId},BEAPI-0171,exact-candidate,erp-ui/src/api/inventory/purchase.js:30
